,Rooms,Price,Distance,Postcode,Bathroom,Car,Landsize,Propertycount,Distancia_NEW,Longtitude,Lattitude,Location_TRA,BathsAndRooms
8011,1,260000,6.5,3071,1,1,0,8870,10.2184864501604,144.9907,-37.7574,3.84006049145333,7.38020603395222
8012,2,505000,6.5,3071,1,1,0,8870,9.42463222682688,145.0059,-37.7608,3.84011726446474,3.79564722899602
8013,3,1010000,6.5,3071,1,2,381.5,8870,7.08979314221709,145.020976,-37.78225,3.83851418493379,5.22016027001123
8014,3,1430000,6.5,3071,1,3,705,8870,9.22152056979451,145.0142,-37.7611,3.84030655886613,6.81012636337549
8015,2,525500,6.5,3071,1,1,724,8870,9.97443045707546,145.0026,-37.7564,3.84047737602102,6.08749938846278
8016,3,1210000,6.5,3071,2,2,398,8870,8.92876660984152,145.0198,-37.763,3.84026163175595,11.3693649645075
8017,2,944000,6.5,3071,1,1,185,8870,9.27706941977293,145.0025,-37.763,3.83980351137357,4.19710082667905
8018,2,970000,6.5,3071,1,3,491,8870,8.93727969501696,145.0169,-37.7633,3.84015432973284,5.18356318471237
8019,3,887000,6.5,3071,2,2,540,8870,9.74904101435024,145.0211,-37.7554,3.84106909210338,7.79570188157283
8020,3,1265000,6.5,3071,1,2,451.3,8870,7.66800592663685,145.003787,-37.781902,3.83818681967046,4.06094763104011
8021,1,277500,6.5,3071,1,1,0,8870,10.0512289709437,145.0098,-37.7542,3.84089187428154,10.3998654791396
8022,3,701000,6.5,3071,3,2,273,8870,9.47685899119808,145.0174,-37.7583,3.8406760897604,6.4791247073196
8023,2,740000,6.5,3071,1,2,467,8870,9.14564331627662,145.0241,-37.7606,3.84061958761249,8.74675349988086
8024,2,1110000,6.5,3071,1,0,288,8870,10.1227242878586,144.9971,-37.7564,3.84033170535326,4.02938035998231
8025,3,2040000,6.5,3071,2,2,641.9,8870,6.95189327841631,145.020993,-37.783676,3.83829981029803,7.56183890589558
8026,4,795000,6.5,3071,2,1,402,8870,9.41536150059474,145.0214,-37.7584,3.84077185473961,4.75769361938063
8027,2,720000,6.5,3071,1,1,123,8870,9.32874773644221,145.005372,-37.762297,3.8400227659719,5.65679813541163
8028,1,332000,6.5,3071,1,1,612,8870,9.2712899556664,145.0165,-37.7603,3.84044883117984,5.6139590038234
8029,3,1200000,6.5,3071,1,2,462.9,8870,8.00716085778175,145.001408,-37.780009,3.83829881183626,4.72039393755091
8030,3,1265000,6.5,3071,2,2,397,8870,10.9927456416803,144.9857,-37.7515,3.84052819093281,5.96905923993929
8031,2,1085000,6.5,3071,1,2,303,8870,10.2467024886226,144.9914,-37.7569,3.84012988354446,3.84154242187708
8032,3,898000,6.5,3071,2,2,210,8870,10.198131287693,144.9993,-37.7551,3.8405222075958,7.41304541178164
8033,3,1235000,6.5,3071,3,1,288,8870,9.77496882001984,145.0025,-37.7583,3.84028147453672,6.69090594537261
8034,3,910500,6.5,3071,2,2,157,8870,10.1486074633235,144.988,-37.759,3.83982626658545,5.72666267274839
8035,3,995000,6.5,3071,1,1,327,8870,10.4047829365259,144.9854,-37.7574,3.83992012161854,4.69062677144685
8036,3,995000,6.5,3071,1,1,327,8870,7.43153787173656,145.0471,-37.9088,3.82621185582239,3.9362360794864
8037,2,760000,6.5,3071,1,0,0,8870,9.5589840833516,145.0061,-37.7595,3.8402547703227,11.643281542169
8038,2,505000,6.5,3071,1,0,0,8870,9.34165314318601,145.0211,-37.7591,3.84069270718847,4.64342427436024
8039,3,1400000,6.5,3071,2,1,417,8870,9.66860248026182,145.0017,-37.7595,3.84013824335598,3.83015752935169
8040,3,1200000,6.5,3071,2,2,430,8870,10.9592083972414,144.9852,-37.752,3.84046408137317,5.75218272598748
8041,3,920000,6.5,3071,1,2,410,8870,10.0176881872651,144.9877,-37.7604,3.83967595682249,5.71941726563352
8042,3,1200000,6.5,3071,2,1,345,8870,9.6266232061004,145.0094,-37.7582,3.84047438702057,6.88230915745763
8043,2,560000,6.5,3071,1,2,0,8870,9.34509735813831,145.0208,-37.7591,3.84068476208384,3.85057328679642
8044,2,646000,6.5,3071,1,1,104.1,8870,9.32874773644221,145.00851,-37.762118,3.84007819984356,5.95058506828813
8045,2,450000,6.5,3071,1,1,0,8870,10.386772867295,145.0023,-37.7526,3.84085599402425,5.74570172425844
8046,3,1190000,6.5,3071,1,0,0,8870,10.6347516201406,144.989,-37.7539,3.84037145831292,7.5182330724218
8047,3,1020000,6.5,3071,1,1,366,8870,10.7181053038565,144.9912,-37.7524,3.84058232059419,5.72073572619892
8048,3,1245000,6.5,3071,1,1,409,8870,9.09234366983683,145.0087,-37.7633,3.83993718769281,4.79706610613452
8049,2,1065000,6.5,3071,1,1,243.1,8870,8.21898463838283,145.004146,-37.776202,3.83880257125099,3.83113784321057
8050,2,571750,6.5,3071,1,1,0,8870,9.41504176902423,145.0179,-37.7588,3.84063847368031,5.99341097865011
8051,2,874000,6.5,3071,1,2,333,8870,8.80513747438865,145.0192,-37.7642,3.84012371505288,6.62429563911902
8052,3,1427000,6.5,3071,1,1,275,8870,9.49641421608999,145.0105,-37.7592,3.84040180936037,5.83002449429904
8053,1,295000,6.5,3071,1,1,0,8870,10.1347560300026,144.9993,-37.7557,3.84046117539868,5.70465123283083
8054,1,383000,6.5,3071,1,1,0,8870,10.1298475690717,145.0075,-37.7539,3.84086147391395,7.88525655014422
8055,2,1164000,6.5,3071,2,0,206,8870,9.83171723167849,145.0032,-37.7576,3.84037121003454,6.93708328314811
8056,1,315000,6.5,3071,1,1,0,8870,10.3477853427186,144.9893,-37.7566,3.84010477638347,2.76791222357557
8057,2,422000,6.5,3071,1,1,753,8870,9.14894549179148,145.004355,-37.762832,3.83988465717578,5.73823979394997
8058,1,245000,6.5,3071,1,1,0,8870,10.026500203944,144.9944,-37.7581,3.84008729252796,4.99535752651463
8059,3,1290000,6.5,3071,1,2,435,8870,9.33427220383919,145.0105,-37.7607,3.84024925385387,6.66495745286183
8060,2,605000,6.5,3071,1,1,133,8870,8.96944382865893,145.0104,-37.7641,3.83990085822249,3.70657848538875
8061,2,501000,6.5,3071,1,1,236.9,8870,8.03890455618337,145.011257,-37.779672,3.83880075700046,3.68445799764789
8062,2,450000,6.5,3071,1,1,335,8870,10.9345963002944,144.9871,-37.7516,3.8405551023003,4.73828322789611
8063,2,900000,6.5,3071,1,1,497,8870,9.39169261127818,145.0226,-37.7585,3.8407934637234,5.7196375401968
8064,3,1620000,6.5,3071,2,2,477,8870,9.41606156083185,145.0045,-37.7612,3.8400395114562,3.68105379763568
8065,2,438000,6.5,3071,1,1,0,8870,10.0816827945435,145.0088,-37.7541,3.84087556053515,5.56806196202127
8066,2,1143000,6.5,3071,1,2,431,8870,9.46660625377257,145.0088,-37.7598,3.84029576427841,4.86284927075429
8067,1,360000,6.5,3071,1,1,279.1,8870,7.23317008083028,145.034692,-37.781433,3.8387923668518,5.71780909091981
8068,2,925000,6.5,3071,1,1,258,8870,9.91326008853883,144.9971,-37.7584,3.84012828933429,3.93839882940373
8069,2,925000,6.5,3071,1,1,258,8870,11.3424474798358,145.16325,-37.8506,3.83516377547516,5.77888701479596
8070,3,1250000,6.5,3071,2,3,297,8870,9.20234490252359,145.0117,-37.7617,3.84017933514646,7.70793754366042
8071,3,1070000,6.5,3071,2,2,158,8870,10.165335716492,144.9881,-37.7588,3.83984925368391,3.76139110675533
8072,3,1570000,6.5,3071,2,1,377,8870,9.70768289643931,145.0076,-37.7578,3.84046740011335,3.93658562179202
8073,2,486000,6.5,3071,1,1,0,8870,9.4128479024356,145.0055,-37.761,3.84008633245942,3.99049576486046
8074,3,1100000,6.5,3071,2,2,7330,8870,9.23288950649525,145.0118,-37.7614,3.84021249212158,3.88841766238725
8075,2,1211000,6.5,3071,1,0,302,8870,10.1122934753476,145.0035,-37.7549,3.84065379593112,5.76702954307957
8076,2,466000,6.5,3071,1,1,909,8870,9.0577757225398,145.0103,-37.7633,3.83997955687135,8.71189876416803
8077,3,1280000,6.5,3071,1,1,253,8870,10.1192361268948,144.9965,-37.7566,3.84029547152021,3.89632161173526
8078,4,1478000,6.5,3071,2,0,387,8870,9.88430482792058,145.0041,-37.7569,3.84046624590472,5.60618482435644
8079,2,490000,6.5,3071,1,1,236.1,8870,8.04024392981387,145.01007,-37.779619,3.83869383749876,4.65436274110427
8080,3,1913000,6.5,3071,2,2,611,8870,10.0162445089117,144.9968,-37.7575,3.84021187843475,5.74493711896533
8081,3,1272000,6.5,3071,1,0,297,8870,9.52324100525686,145.0016,-37.7609,3.83999322050057,4.73843232488777
8082,2,972000,6.5,3071,1,0,229,8870,9.52125339651181,145.0009,-37.7611,3.83995434455034,3.89678020180013
8083,4,928500,6.5,3071,2,2,538,8870,9.26709627968735,145.0241,-37.7595,3.84073147155021,5.70529797546642
8084,2,432500,6.5,3071,1,1,748,8870,9.63776819464259,145.0064,-37.7587,3.84034407964257,3.91829591202782
8085,2,510000,6.5,3071,1,1,0,8870,8.86978307094864,145.021,-37.7634,3.84025273148075,5.68402814741495
8086,3,1370000,6.5,3071,2,3,417,8870,9.43214548386618,145.0084,-37.7602,3.84024449023045,5.8517226470483
8087,3,1470000,6.5,3071,1,2,489.4,8870,8.02002779619516,145.000623,-37.779995,3.83832890081255,5.75424269139364
8088,1,303500,6.5,3071,1,1,0,8870,10.0473881553719,145.01,-37.7542,3.8408971717054,3.76658930401197
8089,3,1160000,6.5,3071,2,2,644,8870,9.19974371528864,145.021,-37.7604,3.8405578330738,4.93024007426445
8090,2,601000,6.5,3071,1,1,82,8870,9.97491391467467,145.0062,-37.7556,3.8406541016432,3.93728515359337
8091,3,1430000,6.5,3071,2,2,365,8870,10.6983121018816,144.9902,-37.7529,3.84050496783029,4.77347150435513
8092,3,1380000,6.5,3071,2,1,359,8870,10.3142872487404,144.9906,-37.7565,3.84014937825275,4.88755212771782
8093,3,1200000,6.5,3071,2,1,332,8870,10.4297376512501,144.9861,-37.7569,3.83998951185081,5.85306856380435
8094,3,4300000,4.6,3142,2,2,472.7,7217,1.29988550798643,145.021626,-37.834646,3.83301842986833,4.12191071181396
8095,3,1435000,4.6,3142,1,0,889,7217,2.71493606229771,145.0065,-37.8328,3.83282495612273,3.07209274044471
8096,4,5500000,4.6,3142,3,2,691,7217,1.21438073804991,145.021,-37.8431,3.83216491249396,3.01180677173402
8097,1,546000,4.6,3142,1,1,1677,7217,1.56437106731141,145.0178,-37.8384,3.83255634487716,3.05791613635348
8098,3,1635000,4.6,3142,1,2,386,7217,2.68485045262135,145.0043,-37.8435,3.83168311599086,2.0387504179795
8099,2,876000,4.6,3142,1,1,649,7217,2.45051039308365,145.008,-37.8486,3.83126456460741,3.05723526770031
8100,2,620000,4.6,3142,1,1,1119,7217,1.73565161224694,145.0173,-37.8498,3.83138880522486,2.10989827485198
8101,4,5500000,4.6,3142,4,5,877,7217,1.8967462826877,145.0134,-37.8447,3.83180207532363,2.89233918125013
8102,2,1300000,4.6,3142,1,0,338,7217,2.36857865000043,145.0086,-37.8475,3.83139176960169,3.15726973444343
8103,3,1689000,4.6,3142,1,0,222,7217,2.58913096048947,145.0055,-37.8448,3.83158320297637,6.17561779768338
8104,2,517500,4.6,3142,1,1,0,7217,1.44187925207773,145.0184,-37.8424,3.83216709299622,7.33803484886236
8105,3,1100000,4.6,3142,2,1,0,7217,1.06394094367436,145.0227,-37.8429,3.83223008807464,3.12734397558924
8106,1,750000,4.6,3142,1,1,730.4,7217,1.42240228856419,145.01932,-37.836492,3.83286316244288,1.9977039050897
8107,3,1101000,4.6,3142,2,2,657.8,7217,0.785000488635651,145.026132,-37.840955,3.83250565724974,5.07464397423482
8108,1,430000,4.6,3142,1,1,0,7217,2.64750666683052,145.0053,-37.8473,3.83132482369945,2.9300156860284
8109,2,701500,4.6,3142,1,1,0,7217,1.56437106731141,145.0178,-37.8384,3.83255634487716,5.01427012133845
8110,2,925000,4.6,3142,2,2,0,7217,2.5534940368946,145.0066,-37.8371,3.83239201735862,4.05157402468777
8111,2,450000,4.6,3142,1,1,0,7217,2.43466462832771,145.0078,-37.8474,3.83138075534911,1.98140143006271
8112,2,750000,4.6,3142,1,1,290.4,7217,1.02596794756298,145.02368,-37.840812,3.83234740104294,3.07924621207776
8113,1,349000,4.6,3142,1,1,0,7217,2.46511248053987,145.0077,-37.8369,3.8324413469391,5.04084387004919
8114,2,838000,4.6,3142,1,1,0,7217,2.16175160153704,145.0114,-37.8366,3.83256952263153,3.15045498291955
8115,2,380000,4.6,3142,1,1,0,7217,1.55412741869867,145.0199,-37.8501,3.83142712965091,1.99642709116914
8116,3,1800000,4.6,3142,1,1,593.6,7217,0.616447546862801,145.02875,-37.841114,3.83247210667076,4.14592606972867
8117,1,462800,4.6,3142,1,1,0,7217,2.3865744485225,145.008,-37.8392,3.83221632592655,3.00333939287771
8118,2,1450000,4.6,3142,2,2,0,7217,1.85994867032325,145.0137,-37.8414,3.83214415957126,5.2587766637818
8119,4,4000000,4.6,3142,2,2,632,7217,2.50128760320023,145.0086,-37.8338,3.83277915514699,3.10106107986593
8120,3,1635000,4.6,3142,1,0,1099,7217,0.417593775148441,145.0303,-37.8438,3.83233977560393,3.15389311201538
8121,3,1560000,4.6,3142,2,1,296.1,7217,0.856148645552184,145.02505,-37.84246,3.83231998691058,5.05580651060012
8122,3,2400000,4.6,3142,3,2,425,7217,1.78563941910018,145.0163,-37.8492,3.83142312122845,1.9955714945917
8123,1,345000,4.6,3142,1,1,0,7217,1.55412741869867,145.0199,-37.8501,3.83142712965091,6.14335884998892
8124,2,775000,4.6,3142,1,1,290.4,7217,1.02596794756298,145.02368,-37.840812,3.83234740104294,3.12105232488067
8125,3,2650000,4.6,3142,3,2,0,7217,1.5564142127964,145.0171,-37.8428,3.83209223418986,2.98419151951662
8126,2,1330000,4.6,3142,2,2,680.5,7217,1.20352627838727,145.02347,-37.83789,3.83267796173337,6.16119535842926
8127,3,2820000,4.6,3142,2,2,600,7217,2.2819302043646,145.0117,-37.8332,3.83292187813878,2.06795258344086
8128,2,810000,4.6,3142,2,2,0,7217,2.65718216232047,145.0046,-37.842,3.83184292584959,4.80258411733552
8129,3,3850000,4.6,3142,2,2,484.6,7217,1.33294380695146,145.020446,-37.835575,3.83295425655395,2.96858017129343
8130,3,2840000,4.6,3142,2,4,1317,7217,2.63520226279441,145.0054,-37.838,3.83226914741794,4.95775694291122
8131,3,2700000,4.6,3142,2,2,294,7217,0.989405078923981,145.0292,-37.8503,3.83165258927935,6.05989980213334
8132,3,2700000,4.6,3142,2,2,294,7217,14.8490251783568,144.87914,-37.79105,3.83368919360536,4.96817163293356
8133,1,515501,4.6,3142,1,1,0,7217,2.12230857317249,145.0116,-37.8373,3.83250390487693,3.9322356863259
8134,1,611000,4.6,3142,1,1,0,7217,2.3485162312518,145.0081,-37.8428,3.83185440823618,3.05993888312537
8135,4,4000000,4.6,3142,4,4,324,7217,2.24764094917233,145.0093,-37.8439,3.83177473780451,3.09143303386047
8136,1,405000,4.6,3142,1,1,0,7217,2.62606440653931,145.005,-37.844,3.83165098826762,5.07426849156968
8137,3,6250000,4.6,3142,3,2,564,7217,1.13308060510441,145.0244,-37.8486,3.83169786993442,4.80871330187312
8138,4,4500000,4.6,3142,3,2,732,7217,2.34115467654093,145.01,-37.8349,3.83270472500258,3.99693231599839
8139,4,2025000,4.6,3142,2,2,237,7217,1.00402981932183,145.0298,-37.8507,3.83162794875656,3.99406605681064
8140,1,541000,4.6,3142,1,1,0,7217,2.12230857317249,145.0116,-37.8373,3.83250390487693,5.08401862651327
8141,3,1550000,4.6,3142,2,2,117,7217,2.26916092389584,145.0112,-37.8343,3.83279722368327,3.09092311912291
8142,3,2205000,4.6,3142,2,2,0,7217,1.12013234077583,145.0282,-37.8512,3.83153506361753,2.9513597183416
8143,2,1100000,4.6,3142,2,2,0,7217,1.85994867032325,145.0137,-37.8414,3.83214415957126,3.89587361760784
8144,2,490000,4.6,3142,1,1,0,7217,2.43466462832771,145.0078,-37.8474,3.83138075534911,2.94022027413865
8145,3,1300000,4.6,3142,1,1,266,7217,2.02496110366497,145.0134,-37.8493,3.83133637874412,3.88305021740586
8146,3,2050000,4.6,3142,2,2,339,7217,0.843258806078727,145.0252,-37.8425,3.83233665851886,5.20328495731434
8147,5,2170000,4.6,3142,1,0,333,7217,2.563603820227,145.0063,-37.8474,3.83134112250776,4.17242181540819
8148,3,2100000,4.6,3142,2,2,320.1,7217,0.576010023571661,145.030137,-37.83998,3.83269363090535,4.11831688422463
8149,3,950000,4.6,3142,1,1,57,7217,2.09479966167567,145.012,-37.8371,3.83253473442732,2.99385307938716
8150,2,531000,4.6,3142,1,1,0,7217,1.44187925207773,145.0184,-37.8424,3.83216709299622,3.08064433392496
8151,4,5020000,4.6,3142,3,2,733.5,7217,1.29336366750145,145.022195,-37.835624,3.83294738119946,3.17548982181647
8152,2,705000,4.6,3142,1,1,0,7217,1.56357538185991,145.0178,-37.8384,3.83255634487716,4.09182191808789
8153,2,575000,4.6,3142,1,1,0,7217,1.73565161224694,145.0173,-37.8498,3.83138880522486,1.98844060112767
8154,1,366000,4.6,3142,1,1,0,7217,2.44728996592432,145.0074,-37.8464,3.83147142132409,1.9888566148363
8155,4,2620000,4.6,3142,2,2,516,7217,0.485680909332134,145.0305,-37.8398,3.83275017309817,4.02970140019477
8156,3,1900000,4.6,3142,2,1,268,7217,2.50769515555772,145.0072,-37.8369,3.83242813232585,1.97073961887547
8157,2,1210000,4.6,3142,2,2,101,7217,2.47936052102395,145.0076,-37.8367,3.83245896180164,1.9977039050897
8158,3,3500000,4.6,3142,2,2,489,7217,1.26587649962637,145.021663,-37.83458,3.83301575609814,4.12336930660824
8159,4,4000000,4.6,3142,2,2,684,7217,1.70618572159242,145.0169,-37.8485,3.83150983526428,3.14872857439885
8160,3,2800000,4.6,3142,2,2,269.4,7217,1.21357263061161,145.023435,-37.837583,3.83275093414889,2.88793997628608
8161,2,540000,4.6,3142,1,1,0,7217,1.25012620291896,145.0206,-37.8432,3.83214421613394,3.08405952822646
8162,3,1050000,4.6,3142,1,1,688.4,7217,0.908588722828616,145.02534,-37.840153,3.83261520722834,5.13415923004982
8163,2,857000,4.6,3142,0,0,0,7217,1.17251889612876,145.0221,-37.8458,3.83192058299732,2.98943822842152
8164,1,525000,4.6,3142,1,1,579.9,7217,1.82956327528147,145.014479,-37.838408,3.83250344107305,3.07315865045757
8165,3,4200000,4.6,3142,4,2,565,7217,1.994193644499,145.0123,-37.8448,3.83176288420074,3.01139360570795
8166,2,3260000,4.6,3142,2,2,334,7217,1.26078627082653,145.023,-37.8361,3.83292675513597,5.18726812641006
8167,2,1900000,4.6,3142,2,0,218,7217,2.54604300862009,145.0064,-37.847,3.83138425766904,4.96464317137528
8168,2,690000,4.6,3142,1,1,0,7217,0.32437592767011,145.0313,-37.8416,3.83258900257917,2.99385307938716
8169,2,2100000,4.6,3142,2,3,457,7217,1.86082813745862,145.0142,-37.8464,3.83165109495223,5.06526296753965
8170,2,1940000,4.6,3142,2,1,627,7217,0.89044706954875,145.026034,-37.840353,3.83263393493857,3.08096454023403
8171,1,460000,4.6,3142,1,1,0,7217,2.12230857317249,145.0116,-37.8373,3.83250390487693,5.17953491298387
8172,2,1950000,4.6,3142,2,1,627,7217,0.89044706954875,145.026034,-37.840353,3.83263393493857,2.98552122204474
8173,2,1400000,4.6,3142,2,2,2927,7217,1.85994867032325,145.0137,-37.8414,3.83214415957126,3.13472560696004
8174,2,511000,4.6,3142,1,2,0,7217,1.44187925207773,145.0184,-37.8424,3.83216709299622,3.97951453343734
8175,2,645000,4.6,3142,1,1,0,7217,1.16040202830282,145.0216,-37.8428,3.8322111471667,6.03047724561989
8176,2,870000,4.6,3142,2,2,167,7217,1.36999672777717,145.0215,-37.849,3.83158075510582,5.09878782870269
8177,3,910000,4.6,3142,2,2,0,7217,2.65718216232047,145.0046,-37.842,3.83184292584959,3.08064433392496
8178,3,2250000,4.6,3142,3,2,575,7217,2.32065777022703,145.0092,-37.8375,3.83242021803766,4.99647789448945
8179,3,2250000,4.6,3142,3,2,575,7217,13.2298168507862,144.94811,-37.74521,3.84017230265774,5.07678478073662
8180,3,5000000,4.6,3142,2,2,649.9,7217,1.29336366750145,145.021507,-37.834646,3.83301842986833,4.08670026486297
8181,2,525000,4.6,3142,1,1,0,7217,1.44187925207773,145.0184,-37.8424,3.83216709299622,3.06530909697128
8182,3,3270000,4.6,3142,2,1,363,7217,1.47512417250177,145.0182,-37.8445,3.83194916037998,6.20511841015226
8183,2,866000,4.6,3142,0,0,0,7217,1.17251889612876,145.0221,-37.8458,3.83192058299732,4.07615035300391
8184,3,1170000,4.6,3142,1,1,405,7217,2.4199861717081,145.008,-37.8475,3.83137591650703,3.04885337355417
8185,2,1000000,4.6,3142,1,1,351.9,7217,0.958202505272644,145.024287,-37.842542,3.83229940218285,1.99642709116914
8186,2,920000,4.6,3142,1,1,0,7217,0.931376277865591,145.0242,-37.8427,3.83228997930909,4.17675709343041
8187,4,910000,13.8,3084,2,2,626,2698,12.9622780858081,145.0921,-37.735,3.84502716311117,5.09878782870269
8188,3,960000,13.8,3084,2,2,656,2698,13.5109501504938,145.0995,-37.7322,3.84550861068265,3.16484741227796
8189,2,556000,13.8,3084,1,1,195,2698,12.2462401279134,145.0876,-37.7405,3.84434758416025,5.13025464752138
8190,4,1010000,13.8,3084,3,2,669,2698,11.9527330574501,145.083,-37.7419,3.84408310127471,6.34417657090394
8191,3,880000,13.8,3084,2,4,704,2698,13.1710034192954,145.0913,-37.7327,3.84524033530598,1.99590205292478
8192,4,920250,13.8,3084,2,2,558,2698,13.1707463630074,145.0916,-37.7328,3.8452380952381,5.18792894388322
8193,4,1080000,13.8,3084,1,2,676,2698,12.3617919211413,145.0861,-37.7389,3.84447082453384,7.05506501090792
8194,3,770000,13.8,3084,2,2,577,2698,12.6076392918303,145.0895,-37.7376,3.84469335622827,3.00327610471483
8195,4,730000,13.8,3084,1,1,865,2698,13.5899456175147,145.0946,-37.7297,3.84563354598632,3.85387284942089
8196,3,820000,13.8,3084,2,2,555,2698,13.0390679458653,145.0862,-37.7324,3.84513574540713,4.04342581280185
8197,4,1102500,13.8,3084,2,1,659,2698,12.4832975977082,145.0847,-37.7373,3.84459672525591,6.23328842927396
8198,4,1005000,13.8,3084,2,1,696,2698,12.3456782014246,145.0875,-37.7395,3.84444679977212,6.08797780132789
8199,2,555000,13.8,3084,1,2,197,2698,12.1510950012164,145.0806,-37.7393,3.84428434019709,4.85759822835857
8200,3,828500,13.8,3084,1,2,581.2,2698,10.5257383324661,145.081671,-37.763565,3.84224344460737,4.93369497710684
8201,2,546000,13.8,3084,1,1,177,2698,12.2151559514395,145.081,-37.7388,3.8443458721528,5.01365111247104
8202,3,765000,13.8,3084,1,2,608,2698,12.3688207211939,145.0885,-37.7396,3.84446311036683,4.91027269966242
8203,3,920000,13.8,3084,2,2,834,2698,12.3654538458502,145.0884,-37.7396,3.84446046063021,128.281543876757
8204,2,455000,13.8,3084,1,1,351.1,2698,10.2931319420092,145.082421,-37.762572,3.84227951540405,9.2216977844406
8205,5,895000,13.8,3084,3,2,648,2698,13.0341715222295,145.093,-37.7346,3.84509177253767,82.9827607798318
8206,3,775000,13.8,3084,3,2,586,2698,12.2799726649957,145.0886,-37.7405,3.84437408089453,10.2912540584438
8207,4,1137000,13.8,3084,2,2,679.6,2698,10.0160507612894,145.07938,-37.771066,3.84147979348634,9.32574621030437
8208,3,440000,13.8,3084,1,1,416,2698,12.9695583576663,145.0828,-37.7321,3.8450762083213,11.3945224894532
8209,3,970000,13.8,3084,2,2,706.6,2698,10.5414113468613,145.067701,-37.756403,3.84221724141133,7.70699943112954
8210,4,1042500,13.8,3084,2,2,648,2698,12.599598081023,145.0851,-37.7363,3.84470920572499,12.5280546962692
8211,5,1025000,13.8,3084,3,2,531,2698,12.7988122534996,145.0955,-37.7378,3.84483197218704,15.0587247115132
8212,4,940000,13.8,3084,3,2,574,2698,13.2334983562154,145.0907,-37.7319,3.84530596126885,28.7760218121609
8213,4,895000,13.8,3084,2,2,700,2698,13.0774223510721,145.0881,-37.7326,3.84516571876839,8.01094165817673
8214,3,820000,13.8,3084,2,2,628,2698,13.3989601804567,145.0941,-37.7314,3.84544702820463,9.68161950726651
8215,6,1210000,13.8,3084,3,2,820.7,2698,9.96684459783236,145.07545,-37.768816,3.84161804434138,18.8763663486916
8216,3,870000,13.8,3084,1,2,698,2698,12.7654980929689,145.0837,-37.7343,3.84487588215496,185.752610007563
8217,4,1085000,13.8,3084,3,2,599,2698,12.5301553379136,145.0934,-37.7397,3.84458276032931,4.72995434373997
8218,3,915000,13.8,3084,2,2,769,2698,13.5831345533138,145.0947,-37.7298,3.84562600384842,11.2555253296619
8219,4,1050000,13.8,3084,2,2,660,2698,12.6931823497451,145.0917,-37.7375,3.84476184166943,15.4368810876658
8220,4,820000,13.8,3084,2,3,753.5,2698,10.4248734208817,145.081773,-37.759701,3.84243137388834,9.82475467202765
8221,3,620000,14.9,3087,2,1,338.4,2329,10.0502787644075,145.068558,-37.758112,3.8419215558063,7.76318866614026
8222,3,660000,14.9,3087,1,0,583,2329,14.7962561943985,145.0778,-37.7137,3.8468195907588,5.10416659136516
8223,3,581000,14.9,3087,2,2,567,2329,14.8573070017426,145.0851,-37.7148,3.84690095135066,8.38606832345837
8224,3,655000,14.9,3087,2,1,356.5,2329,10.8080720279721,145.06175,-37.75087,3.84259443019586,30.3911347962763
8225,3,1000000,14.9,3087,2,2,739,2329,15.2401991365497,145.0817,-37.7104,3.8472596419025,-54.6976909297409
8226,3,785000,14.9,3087,1,2,0,2329,15.307871233566,145.0885,-37.7114,3.84733794025149,8.96041853223738
8227,3,600000,14.9,3087,1,1,605,2329,14.6299239683676,145.0837,-37.7166,3.84668024159124,15.6668907728367
8228,3,690000,14.9,3087,2,1,308,2329,15.4949401781365,145.0807,-37.7078,3.84749839555742,7.45716967919545
8229,3,582000,14.9,3087,1,0,302,2329,14.4947291980449,145.0768,-37.7163,3.84652789377537,5.29415676235003
8230,3,740000,14.9,3087,1,1,591,2329,14.8290435770609,145.0783,-37.7135,3.84685324883662,81.1863987891937
8231,3,671000,14.9,3087,2,2,280,2329,14.8122792196152,145.0854,-37.7153,3.84685790647297,14.8422477412454
8232,3,741000,14.9,3087,1,1,671,2329,15.674511975409,145.0855,-37.7072,3.84768691390504,18.8763663486916
8233,4,706000,14.9,3087,1,2,581,2329,15.4978016222675,145.0877,-37.7094,3.84752077731282,15.0691814564262
8234,3,725000,14.9,3087,1,1,545,2329,15.6041410964048,145.0893,-37.7088,3.84762442718941,-10.5472441932429
8235,3,808000,14.9,3087,2,2,265,2329,15.1983734485008,145.0785,-37.7101,3.84720539059828,23.8290253435417
8236,3,711000,14.9,3087,1,2,658,2329,14.6315657676571,145.0752,-37.7147,3.84664865423827,10.4445938485578
8237,3,537000,14.9,3087,1,2,327,2329,14.9029219989566,145.0768,-37.7125,3.8469154789526,31.2296376221568
8238,3,1040000,14.9,3087,2,1,903,2329,15.4599181030956,145.0824,-37.7085,3.84747205537213,13.9546946994092
8239,4,1171000,14.9,3087,3,2,670,2329,14.9286510584009,145.0765,-37.7122,3.84693812612364,21.438912958118
8240,2,662000,14.9,3087,1,2,605,2329,15.2520537273162,145.088,-37.7118,3.84728387401291,89.4922064399082
8241,3,800000,14.9,3087,2,2,595,2329,16.0164577040926,145.0775,-37.7023,3.84797479198882,9.42459705188788
8242,4,652000,14.9,3087,2,2,494.8,2329,10.2412953491913,145.08281,-37.754205,3.8425009548357,14.2553485126887
8243,3,922000,14.9,3087,1,2,798,2329,15.2860549731011,145.0869,-37.7112,3.84731591675683,11.8817352504912
