,Unnamed: 0,Rooms,Price,Distance,Postcode,Bathroom,Car,Landsize,Propertycount,Distancia_NEW,Longtitude,Lattitude,Location_TRA,BathsAndRooms,precio_div,is_train
2101,2101,2,620000,7.8,3124.0,1,1,122.0,8920.0,3.26185156057304,145.0718,-37.8439,3.83342625892152,5.842666418706394,0,True
2102,2102,5,2000000,7.8,3124.0,3,2,801.0,8920.0,1.78497967448322,145.0548,-37.84,3.83337209302326,31.79229771733971,1,True
2105,2105,2,550000,7.8,3124.0,1,1,758.4,8920.0,2.89640592924984,145.05792,-37.823608,3.83503790325358,6.4954828656949255,0,False
2106,2106,5,2608000,7.8,3124.0,2,4,730.0,8920.0,2.56320519037702,145.0639,-37.8424,3.83336944802655,17.12398411505501,1,True
2107,2107,3,1410000,7.8,3124.0,2,2,562.1,8920.0,4.34788295487656,145.083659,-37.836285,3.8344454395109,7.83357912896114,1,True
2108,2108,3,1780000,7.8,3124.0,1,1,769.0,8920.0,5.32843354609675,145.0949,-37.8482,3.8336010695356695,5.505095590816845,1,True
2111,2111,3,1800000,7.8,3124.0,2,0,584.0,8920.0,3.7095527527151098,145.0758,-37.8349,3.83444386003399,8.782383149089847,1,False
2112,2112,4,1400000,7.8,3124.0,0,0,693.0,8920.0,5.03684016843388,145.0914,-37.836,3.83474468759911,5.696722151655052,1,False
2113,2113,3,2200000,7.8,3124.0,1,2,697.6,8920.0,3.2942868403299097,145.067918,-37.828704,3.83488737212762,7.725566085027506,1,True
2114,2114,2,693000,7.8,3124.0,1,1,84.0,8920.0,2.50274103125622,145.0599,-37.832,3.8343175089871,7.529819710134831,0,True
2115,2115,2,900000,7.8,3124.0,1,1,150.0,8920.0,2.75139365792256,145.066,-37.8438,3.83328312695871,6.825119678330416,1,True
2116,2116,5,2700000,7.8,3124.0,3,2,802.0,8920.0,2.03433936544659,145.0578,-37.8442,3.8330259326396097,25.93836888693864,1,True
2117,2117,2,530000,7.8,3124.0,1,1,0.0,8920.0,4.56621830755027,145.086,-37.8491,3.8332747674317207,4.548509828082668,0,False
2119,2119,2,805000,7.8,3124.0,2,2,188.0,8920.0,2.8242264427643105,145.0668,-37.8442,3.8332637497952096,8.871156138996371,0,True
2120,2120,4,2228000,7.8,3124.0,2,2,813.0,8920.0,4.89228760022135,145.0903,-37.8405,3.83425958959316,8.701806750643309,1,True
2122,2122,2,590000,7.8,3124.0,1,1,0.0,8920.0,2.89573059587604,145.0672,-37.847,3.83299072581711,6.496907458015113,0,True
2123,2123,4,4760000,7.8,3124.0,2,2,903.0,8920.0,3.2012908938076,145.0624,-37.8238,3.83521486471481,11.873543455186088,1,True
2124,2124,3,1602500,7.8,3124.0,1,1,405.0,8920.0,3.19769843085276,145.071,-37.8448,3.83331395594639,7.923341609466513,1,False
2125,2125,4,1650000,7.8,3124.0,2,2,629.3,8920.0,3.4574140393118,145.069842,-37.82807,3.83494474916896,11.136862193321898,1,True
2126,2126,3,1515000,7.8,3124.0,2,2,318.0,8920.0,5.00684718766509,145.0916,-37.8447,3.8338684148639,7.147305455848179,1,True
2127,2127,3,2132500,7.8,3124.0,1,2,711.6,8920.0,3.30217653417422,145.067918,-37.828704,3.83488737212762,7.7100959674729275,1,False
2128,2128,2,1800000,7.8,3124.0,1,4,368.0,8920.0,3.37189594497006,145.0644,-37.8233,3.83531844127826,5.683172627723224,1,True
2129,2129,4,2625000,7.8,3124.0,2,2,620.2,8920.0,3.3028223136231696,145.06378,-37.82399,3.83525637620978,11.56325114769765,1,True
2130,2130,3,2580000,7.8,3124.0,2,2,605.9,8920.0,3.2713383251487405,145.063353,-37.82384,3.8352559407047897,9.713916199524743,1,True
2131,2131,2,530000,7.8,3124.0,1,1,0.0,8920.0,2.32456281523362,145.0599,-37.8361,3.83390201421394,8.1890851830644,0,True
2132,2132,4,3150000,7.8,3124.0,2,2,765.7,8920.0,3.28038967388391,145.06740200000004,-37.827826,3.83493608850996,11.629587494052739,1,True
2134,2134,3,1333000,7.8,3124.0,1,1,448.3,8920.0,4.18728405753277,145.081215,-37.83554,3.83448366342785,6.431566916441468,1,True
2135,2135,3,3000000,7.8,3124.0,2,2,703.5,8920.0,3.20549015516044,145.063183,-37.82388,3.83520849201194,9.883484639371282,1,True
2136,2136,2,558000,7.8,3124.0,1,1,0.0,8920.0,3.16724761425125,145.06799999999996,-37.8316,3.834572156609819,5.9918269361672065,0,True
2137,2137,6,2800000,7.8,3124.0,4,3,768.2,8920.0,3.2732078488366803,145.067755,-37.828632,3.83488930055887,19.418471767497724,1,True
2138,2138,2,1185000,7.8,3124.0,2,2,259.0,8920.0,3.93168025677103,145.0786,-37.8357,3.83443678853569,6.727458315881053,1,True
2139,2139,3,2177000,7.8,3124.0,1,2,635.0,8920.0,3.17727135550992,145.0707,-37.8454,3.83324525569818,7.967265574424034,1,True
2142,2142,3,1865000,7.8,3124.0,2,2,453.2,8920.0,3.27124464475236,145.067172,-37.82768400000001,3.83497176628044,9.714150915679788,1,True
2143,2143,3,3400000,7.8,3124.0,2,4,877.0,8920.0,2.42558205705273,145.0623,-37.8437,3.83319548564226,12.993223703279886,1,False
2144,2144,2,1470000,7.8,3124.0,1,2,400.0,8920.0,2.7892401045198603,145.0662,-37.8393,3.8337442817388303,6.734219855930427,1,True
2145,2145,4,2800000,7.8,3124.0,2,2,738.6,8920.0,3.2854655116256803,145.06394,-37.82422,3.83524416491156,11.614471269723873,1,True
2146,2146,5,2300000,7.8,3124.0,2,2,663.6,8920.0,3.2290785439209,145.062888,-37.823679,3.83524997535748,13.750332223013865,1,False
2147,2147,5,2010000,7.8,3124.0,3,2,702.3,8920.0,3.27338123549043,145.067707,-37.829045,3.83488040289616,15.534083484142627,1,False
2148,2148,2,820000,7.8,3124.0,1,1,166.0,8920.0,2.7695469254148195,145.0662,-37.8439,3.8332782826294314,6.78105970896867,0,True
2149,2149,3,2105000,7.8,3124.0,1,2,692.0,8920.0,4.44193453520068,145.0849,-37.8379,3.83438034351801,6.1769178574652015,1,False
2150,2150,3,1625000,7.8,3124.0,2,2,283.0,8920.0,2.6672145475945497,145.064,-37.8362,3.83400024315338,11.735492755271592,1,True
2151,2151,3,1750000,7.8,3124.0,2,3,780.0,8920.0,3.1102336407519298,145.0679,-37.8328,3.8344478864900298,10.146247721350637,1,True
2152,2152,5,2725000,7.8,3124.0,3,2,682.4,8920.0,3.2729875575890803,145.067755,-37.82862100000001,3.83488648245619,15.53565920836186,1,False
2153,2153,3,3300000,7.8,3124.0,3,2,417.0,8920.0,2.7258541863865604,145.0621,-37.831,3.83447701620364,13.777184608691769,1,False
2154,2154,2,667000,7.8,3124.0,1,1,83.0,8920.0,2.62995931107857,145.0633,-37.8355,3.83405267539744,7.143724094391488,0,False
2155,2155,5,2800000,7.8,3124.0,3,2,805.0,8920.0,3.30566103676644,145.0721,-37.8459,3.83323160500873,15.406589956049874,1,True
2156,2156,2,1175000,7.8,3124.0,1,1,246.0,8920.0,2.52941474482586,145.0612,-37.8336,3.83418971496236,7.443798467744191,1,False
2157,2157,2,775000,7.8,3124.0,2,1,103.0,8920.0,1.74937813041947,145.0545,-37.8406,3.83330338313874,16.468787802454063,0,True
2158,2158,3,2220000,7.8,3124.0,2,2,850.0,8920.0,4.56477012737952,145.0865,-37.8456,3.83364248419896,7.582433423266684,1,True
2159,2159,4,2015000,7.8,3124.0,1,4,772.0,8920.0,4.03664282631815,145.0806,-37.8441,3.83363853282282,8.25054838287814,1,False
2160,2160,2,700000,7.8,3124.0,1,1,631.0,8920.0,4.06932085846757,145.08100000000005,-37.8434,3.8337200145864303,4.921890140572481,0,True
2162,2162,4,3225000,7.8,3124.0,3,1,632.0,8920.0,3.2680347366453795,145.064,-37.8244,3.83519632829602,13.611085973470333,1,True
2163,2163,2,810000,7.8,3124.0,1,1,0.0,8920.0,2.30538609804737,145.0595,-37.8357,3.83393197429941,8.27030282965672,0,True
2164,2164,5,3320000,7.8,3124.0,4,2,741.0,8920.0,2.57226110471233,145.064,-37.8422,3.83339235033904,21.934364782937468,1,True
2165,2165,4,3710000,7.8,3124.0,2,2,789.1,8920.0,3.2370602214120097,145.06371,-37.82443,3.83519051644746,11.761228733252704,1,False
2167,2167,4,3250000,7.8,3124.0,3,2,732.9,8920.0,3.26415217297102,145.06398000000004,-37.82465,3.83515925892754,13.624763200067367,1,True
2169,2169,4,2750000,7.8,3124.0,3,1,0.0,8920.0,2.87694211697184,145.0649,-37.8325,3.8343989955725895,15.25283344695692,1,True
2170,2170,4,2000000,7.8,3124.0,3,4,697.0,8920.0,2.00483008986562,145.056,-37.836,3.8338090707262897,23.172855754356267,1,False
2171,2171,2,706000,7.8,3124.0,1,1,95.0,8920.0,4.97495155907959,145.0912,-37.8399,3.8343441710998194,4.305464951793454,0,True
2172,2172,5,2250000,7.8,3124.0,5,1,639.0,8920.0,3.1300001565802904,145.0668,-37.8303,3.83467220719899,20.179828128171227,1,False
2173,2173,5,2740000,7.8,3124.0,2,2,643.0,8920.0,3.2677107797808,145.0719,-37.8421,3.83361124250504,13.61222551519943,1,True
2174,2174,4,1500000,7.8,3124.0,2,2,510.5,8920.0,3.33618042338398,145.06436000000005,-37.824,3.83525279978183,11.466804384021756,1,True
2176,2176,3,1587500,9.0,3126.0,1,1,459.0,3265.0,3.7300561713479503,145.072,-37.8265,3.83519490304416,6.9964884560737906,1,True
2177,2177,4,1550000,9.0,3126.0,2,4,318.0,3265.0,5.0851142592199405,145.0864,-37.822,3.8360319390830697,8.494965199336194,1,True
2178,2178,2,765000,9.0,3126.0,1,1,543.0,3265.0,4.0221070696809,145.0774,-37.8295,3.83503350559748,4.963159891347001,0,False
2179,2179,3,2130000,9.0,3126.0,2,2,471.3,3265.0,3.8769042940705,145.074181,-37.826483,3.8352328619137,8.496392125009622,1,False
2180,2180,2,830000,9.0,3126.0,1,1,110.0,3265.0,4.5596516938582905,145.0824,-37.8264,3.83547998223463,4.552824127961138,0,True
2181,2181,3,4110000,9.0,3126.0,2,2,866.2,3265.0,3.8957747551559,145.074189,-37.82663,3.83524560257617,8.466055129124939,1,True
2183,2183,5,2900000,9.0,3126.0,2,2,795.0,3265.0,3.91377664908344,145.0668,-37.8181,3.8359092603806095,11.812431325713256,1,True
2184,2184,3,2200000,9.0,3126.0,3,2,468.0,3265.0,3.8985369022043503,145.0741,-37.8264,3.83526055876319,10.153974025128765,1,False
2185,2185,4,2620000,9.0,3126.0,1,1,717.0,3265.0,8.91687390498335,145.0102,-37.9205,3.82405822708034,5.261980179082942,1,True
2186,2186,4,2620000,9.0,3126.0,1,1,717.0,3265.0,4.75444399905831,145.0849,-37.8266,3.83552579401797,7.3844364891842975,1,True
2187,2187,4,2620000,9.0,3126.0,1,1,717.0,3265.0,10.425764473568302,145.0456,-37.9361,3.82341885433663,4.911070774189973,1,False
2188,2188,2,1305000,9.0,3126.0,1,1,342.0,3265.0,4.21611836940477,145.08100000000005,-37.8326,3.83481441931033,4.800669824886369,1,False
2189,2189,4,4350000,9.0,3126.0,3,3,788.0,3265.0,4.104229731521141,145.0731,-37.8215,3.835730999563741,11.414935712400634,1,True
2190,2190,3,928000,9.0,3126.0,2,1,145.0,3265.0,4.28007738434229,145.0769,-37.8233,3.83564892539784,7.918262986844021,1,False
2191,2191,5,2930000,9.0,3126.0,3,4,645.0,3265.0,3.6402168215466406,145.0738,-37.8317,3.83471533132267,14.257015620529597,1,True
2192,2192,4,2950000,9.0,3126.0,2,3,812.0,3265.0,4.496876696749731,145.0842,-37.8323,3.8349294121689694,9.189614187137188,1,False
2193,2193,4,3800000,9.0,3126.0,1,1,858.0,3265.0,3.8920461490643,145.0667,-37.8183,3.8358863301629103,8.472020575953554,1,True
2194,2194,2,722000,9.0,3126.0,1,1,0.0,3265.0,4.88534170365406,145.0828,-37.8205,3.836088893589461,4.3548004216082,0,False
2195,2195,5,2350000,9.0,3126.0,2,4,838.0,3265.0,3.80874748185331,145.0721,-37.8252,3.83532935714814,12.052711394866366,1,True
2196,2196,3,1680000,9.0,3126.0,2,2,387.0,3265.0,4.9007596110355705,145.0845,-37.8227,3.83591070970608,7.243611638473344,1,True
2197,2197,3,1640000,9.0,3126.0,3,2,352.0,3265.0,3.83685895823066,145.0737,-37.827,3.8351891506067095,10.274397741861724,1,True
2199,2199,5,3550000,9.0,3126.0,4,4,684.0,3265.0,4.59899686660791,145.0853,-37.832,3.83498889828716,13.58156175317493,1,True
2201,2201,4,3400000,9.0,3126.0,1,4,845.0,3265.0,4.11278034715401,145.0702,-37.8184,3.83596873479576,8.14152556402864,1,False
2203,2203,2,690500,9.0,3126.0,1,1,118.0,3265.0,4.84937649327445,145.0856,-37.8257,3.83563555994998,4.3751810954768535,0,True
2204,2204,3,1850000,9.0,3126.0,2,2,361.0,3265.0,4.55578185485607,145.0785,-37.8206,3.83596505608055,7.592288973760677,1,True
2205,2205,2,736000,9.0,3126.0,1,2,132.0,3265.0,3.98784413357701,145.0731,-37.8234,3.8355383175494495,4.993856097093842,0,False
2206,2206,3,1843000,9.0,3126.0,2,2,0.0,3265.0,5.074035354718888,145.0854,-37.8207,3.83613735335412,7.088644315583318,1,False
2207,2207,2,685000,9.0,3126.0,1,1,122.0,3265.0,3.96111902289492,145.0729,-37.8236,3.83551274865428,5.0182506063828605,0,True
2209,2209,3,1800000,9.0,3126.0,2,2,316.0,3265.0,4.21298078026562,145.0786,-37.8273,3.83528827064052,8.005258137020492,1,False
2210,2210,4,3145000,9.0,3126.0,2,2,796.0,3265.0,3.724762191971221,145.072,-37.8266,3.8351847641606702,10.506067641241096,1,False
2211,2211,5,5110000,9.0,3126.0,4,4,713.6,3265.0,3.95237344240309,145.073326,-37.826075,3.83526887426148,15.078964202033724,1,True
2212,2212,5,2750000,9.0,3126.0,3,2,782.2,3265.0,3.87370496469144,145.074403,-37.826489,3.83524516393157,13.602514855243424,1,False
2214,2214,2,1016000,9.0,3126.0,1,2,0.0,3265.0,4.466804569214268,145.0826,-37.8291,3.83521151705962,4.615406260093819,1,True
2215,2215,3,1330000,3.2,3054.0,1,1,314.0,3106.0,8.00867065399203,144.9766,-37.7871,3.8366691278240497,4.426931335645526,1,False
2216,2216,3,1540000,3.2,3054.0,1,0,169.0,3106.0,8.51276094269163,144.9753,-37.7821,3.83714245634838,4.300749532793575,1,True
2217,2217,4,1425000,3.2,3054.0,3,0,122.0,3106.0,8.23931246377758,144.9696,-37.7893,3.83626052877402,7.642831084949932,1,True
2219,2219,3,1280000,3.2,3054.0,1,0,203.0,3106.0,8.59633553942983,144.9733,-37.7824,3.83705905395105,4.281218888609619,1,False
2220,2220,3,2950000,3.2,3054.0,1,2,499.0,3106.0,8.80832570056466,144.9715,-37.7811,3.83714343944459,4.233281922041976,1,True
2221,2221,4,2175000,3.2,3054.0,1,0,418.0,3106.0,8.71868771221727,144.9736,-37.7808,3.83722949222886,5.316597408930313,1,True
2222,2222,3,1555000,3.2,3054.0,1,0,189.7,3106.0,7.7739787989779,144.974129,-37.791709,3.83610904758421,4.491135527451124,1,True
2223,2223,2,765000,3.2,3054.0,1,1,1031.0,3106.0,8.5613909061481,144.9715,-37.784,3.83684893076434,3.217005254360984,0,True
2224,2224,2,800000,3.2,3054.0,1,1,73.0,3106.0,8.43753019525916,144.9719,-37.7852,3.8367376644823903,3.2389875985586785,0,True
2225,2225,2,1301000,3.2,3054.0,1,0,133.0,3106.0,8.45865611800715,144.9704,-37.786,3.83661673635738,3.2351941874216164,1,True
2226,2226,4,2718000,3.2,3054.0,2,0,538.0,3106.0,8.77100417142427,144.9714,-37.7816,3.8370900120693694,6.362339581085334,1,False
2227,2227,1,468000,3.2,3054.0,1,1,861.0,3106.0,8.42286294801907,144.9723,-37.7851,3.83675840476802,2.1610880799880556,0,True
2228,2228,2,2400000,3.2,3054.0,2,0,413.0,3106.0,8.014321560687609,144.9759,-37.7875,3.83660999007608,4.425431004211141,1,True
2229,2229,3,2210000,3.2,3054.0,2,1,190.0,3106.0,8.354292211956691,144.9741,-37.7847,3.8368466601560898,5.423524893644762,1,True
2230,2230,2,1330000,3.2,3054.0,1,0,116.0,3106.0,7.96836903657811,144.9726,-37.7904,3.83622824844405,3.3282690420225904,1,False
2231,2231,4,2520000,3.2,3054.0,2,2,504.0,3106.0,8.8268836117188,144.9721,-37.7805,3.83722025912839,6.3437862708065085,1,True
2232,2232,3,1214000,3.2,3054.0,3,1,144.0,3106.0,7.941509162614549,144.9757,-37.7885,3.83650316895352,6.667384956581702,1,True
2233,2233,3,1955000,3.2,3054.0,2,1,163.0,3106.0,8.187062070498849,144.9751,-37.786,3.83674112105012,5.4756830864936274,1,False
2235,2235,1,885000,3.2,3054.0,1,0,93.0,3106.0,8.26703656629634,144.9698,-37.7888,3.83631658057414,2.180193283179419,1,True
2237,2237,2,910000,3.2,3054.0,1,1,100.0,3106.0,7.98050847795013,144.9759,-37.7879,3.83656937802842,3.325829658181572,1,True
2238,2238,2,880000,3.2,3054.0,1,0,142.0,3106.0,8.1471918532254,144.9688,-37.7911,3.83605663767395,3.2930558090604074,1,True
2239,2239,4,1950000,3.2,3054.0,2,2,207.0,3106.0,8.689014013952889,144.9748,-37.7804,3.83730188139882,6.389977123769187,1,True
2240,2240,3,1280000,3.2,3054.0,1,1,131.0,3106.0,8.57465266607646,144.9704,-37.7846,3.8367588911884702,4.286250662158594,1,True
2241,2241,1,437000,3.2,3054.0,1,1,0.0,3106.0,8.96474481970773,144.9707,-37.7798,3.83725429991689,2.0996539171202784,0,False
2242,2242,2,1150000,3.2,3054.0,1,2,373.0,3106.0,8.737043685922849,144.9702,-37.7828,3.83693638375134,3.186863300003497,1,True
2247,2247,3,820000,11.4,3163.0,1,2,0.0,7822.0,6.5094547714312005,145.0623,-37.897,3.82780431168694,4.916755555994284,0,False
2249,2249,2,600000,11.4,3163.0,1,1,73.0,7822.0,6.41594502969958,145.0593,-37.897,3.827725149748,3.716271885820321,0,True
2250,2250,3,1295000,11.4,3163.0,1,2,425.0,7822.0,5.17985210574776,145.0502,-37.8876,3.8284346329669914,5.599751908431438,1,False
2251,2251,4,1275000,11.4,3163.0,2,0,365.0,7822.0,5.202238907177612,145.0507,-37.8877,3.82843772517202,8.377661719441813,1,False
2252,2252,3,1620000,11.4,3163.0,1,1,808.0,7822.0,6.25532706131635,145.0461,-37.8982,3.8272556480255,5.023547743046752,1,True
2253,2253,2,510000,11.4,3163.0,1,1,0.0,7822.0,5.99476654923604,145.0644,-37.8912,3.82844565492779,3.8571701452200187,0,True
2254,2254,4,1647000,11.4,3163.0,1,2,678.2,7822.0,5.46522043360024,145.023505,-37.81890300000001,3.83518035012678,6.778671253509474,1,True
2255,2255,1,255000,11.4,3163.0,1,1,0.0,7822.0,5.45571125571136,145.0599,-37.8875,3.82870075882547,2.714251560075587,0,True
2256,2256,2,890000,11.4,3163.0,1,1,282.0,7822.0,6.10743795317473,145.0528,-37.8957,3.82768493523012,3.8174783991915118,1,True
2257,2257,1,346000,11.4,3163.0,1,1,60.0,7822.0,6.44160966560434,145.0618,-37.8965,3.8278416212579,2.4722049843245717,0,True
2259,2259,2,586000,11.4,3163.0,1,1,898.0,7822.0,6.8855908841714,145.0634,-37.9003,3.82750004617378,3.5802034155998284,0,True
2260,2260,2,772000,11.4,3163.0,1,2,0.0,7822.0,5.578077045061611,145.066,-37.8863,3.82898303608428,4.018837585839418,0,True
2261,2261,4,1506000,11.4,3163.0,2,2,561.0,7822.0,6.175599825346942,145.0633,-37.8934,3.82819435574533,7.588413110969551,1,False
2262,2262,3,675000,11.4,3163.0,2,1,0.0,7822.0,6.593883327407651,145.0642,-37.8972,3.82783424632954,6.103953315105898,0,True
2263,2263,2,525000,11.4,3163.0,1,2,0.0,7822.0,5.60503279409349,145.0589,-37.8893,3.82849247676785,4.0075975611277785,0,False
2264,2264,1,363000,11.4,3163.0,1,1,0.0,7822.0,6.63971190281325,145.0625,-37.8982,3.82768838625581,2.4326483721845644,0,True
2266,2266,2,967500,11.4,3163.0,1,2,299.0,7822.0,6.283571756542491,145.053,-37.8973,3.82752861021761,3.7584255493192056,1,True
2267,2267,2,1350000,11.4,3163.0,2,2,265.0,7822.0,5.3215969158231,145.0537,-37.8881,3.82847648734035,5.5093233354308815,1,False
2269,2269,1,330000,11.4,3163.0,1,1,0.0,7822.0,5.3846890478424205,145.0533,-37.8888,3.8283951985811098,2.735377044122417,0,False
2271,2271,3,1170000,11.4,3163.0,1,2,461.0,7822.0,6.4151580800345815,145.0516,-37.8988,3.82734017963629,4.955356189087683,1,True
2272,2272,1,260000,11.4,3163.0,1,1,0.0,7822.0,6.656510233107669,145.0627,-37.8983,3.827683563642701,2.4294057094352457,0,True
2273,2273,3,1008000,11.4,3163.0,2,1,300.0,7822.0,6.31493751100531,145.0539,-37.8974,3.8275422588357,6.247118068686196,1,True
2274,2274,2,625000,11.4,3163.0,1,1,78.0,7822.0,6.49179618505278,145.0627,-37.8967,3.827845168576681,3.692921847445377,0,True
2275,2275,2,700000,11.4,3163.0,2,1,106.0,7822.0,5.31611760615268,145.0535,-37.8881,3.828471208638069,5.512720339689124,0,True
2276,2276,2,889500,11.4,3163.0,1,2,311.2,7822.0,4.70994399103291,145.04345800000004,-37.807808,3.83609729453984,4.457548033023338,1,False
2277,2277,4,1400000,11.4,3163.0,2,2,526.2,7822.0,4.5665902107238,145.066939,-37.851088,3.83206703715386,9.096531831713008,1,True
2278,2278,3,1185000,11.4,3163.0,2,1,370.6,7822.0,4.430972391679821,145.035411,-37.810956,3.83554355123983,7.7339634852852415,1,True
2279,2279,2,545000,11.4,3163.0,1,1,109.0,7822.0,6.43829964954087,145.0597,-37.8971,3.82772560433384,3.7093309619516277,0,True
2280,2280,3,1170000,11.4,3163.0,1,2,0.0,7822.0,6.2519518869349895,145.0493,-37.8977,3.827390580431,5.0250269762202215,1,True
2281,2281,4,1705000,11.4,3163.0,2,2,700.5,7822.0,5.21357024023915,145.03381299999995,-37.818386,3.83538893954658,8.366622859271331,1,False
2282,2282,4,1830000,11.4,3163.0,2,2,687.0,7822.0,5.727009485003131,145.0479,-37.8931,3.82781825714972,7.916320247747367,1,True
2283,2283,1,250000,11.4,3163.0,1,1,0.0,7822.0,6.63971190281325,145.0625,-37.8982,3.82768838625581,2.4326483721845644,0,True
2285,2285,2,576800,11.4,3163.0,1,1,337.8,7822.0,4.621246513439219,145.06653899999995,-37.848319,3.83279453005718,4.512912779812903,0,True
2286,2286,2,465000,11.4,3163.0,1,1,0.0,7822.0,5.382267936963098,145.0558,-37.8881,3.8285319137143294,4.10416191235282,0,True
2287,2287,2,757500,11.4,3163.0,1,1,365.0,7822.0,4.83474150041758,145.03833799999995,-37.807827,3.8362385332336895,4.3835727980435495,0,True
2288,2288,3,1646000,11.4,3163.0,2,2,721.0,7822.0,5.980262535130839,145.0648,-37.8909,3.82848652314936,6.437324119810143,1,True
2289,2289,2,460000,11.4,3163.0,1,1,0.0,7822.0,5.96471624824214,145.056,-37.8936,3.82798150611185,3.868024108878138,0,False
2290,2290,2,620000,11.4,3163.0,1,2,473.1,7822.0,4.88497852877542,145.030146,-37.804228,3.83668076556198,4.355004528148516,0,False
2291,2291,3,1105000,11.4,3163.0,2,2,381.5,7822.0,4.7149066875988614,145.035117,-37.81219,3.83547334642874,7.424201478374098,1,True
2292,2292,4,1550000,11.4,3163.0,2,2,757.0,7822.0,5.797683235022088,145.0541,-37.8925,3.82804248861912,7.861074033507358,1,True
2294,2294,2,804000,11.4,3163.0,2,1,0.0,7822.0,6.6141822234252,145.0548,-37.9,3.82730343007916,4.875217850086101,0,False
2296,2296,4,1501000,11.4,3163.0,2,1,598.0,7822.0,7.1074616078659405,145.0588,-37.9037,3.82703535538747,7.044613942597888,1,True
2298,2298,1,345000,11.4,3163.0,1,1,0.0,7822.0,6.44390127404627,145.0609,-37.8968,3.8277875704545,2.471733020053747,0,True
2299,2299,2,817500,11.4,3163.0,1,1,211.0,7822.0,5.263611299694968,145.0599,-37.8856,3.8288927719239,4.159250430976419,0,False
2300,2300,4,1450000,11.4,3163.0,2,2,557.0,7822.0,6.05721021206617,145.0515,-37.8955,3.8276708316290895,7.669960124103341,1,False
2301,2301,3,1000000,11.4,3163.0,2,1,390.0,7822.0,5.527608165123482,145.0518,-37.8905,3.82818384555495,6.7336689198665844,1,True
2303,2303,2,675000,11.4,3163.0,1,1,0.0,7822.0,6.54690895287838,145.0625,-37.8973,3.8277792877065098,3.6763070408694576,0,False
2304,2304,2,588000,11.4,3163.0,1,1,133.0,7822.0,5.583698838001549,145.0559,-37.89,3.8283425705991,4.016483723267875,0,True
2305,2305,2,455000,11.4,3163.0,1,1,0.0,7822.0,5.4569537811073205,145.0524,-37.8897,3.82828050895098,4.0708309637191045,0,False
2307,2307,2,662000,11.4,3163.0,2,1,0.0,7822.0,5.34321883417925,145.0572,-37.8873,3.828649705838101,5.495993026591406,0,True
2308,2308,3,1420000,11.4,3163.0,2,2,554.0,7822.0,6.0602017132502315,145.0599,-37.8934,3.82810463035779,6.389881863487759,1,True
2310,2310,2,400000,11.4,3163.0,1,1,490.8,7822.0,4.621246513439219,145.08013,-37.847608,3.83259864906308,4.512912779812903,0,True
2311,2311,2,706000,11.4,3163.0,1,1,340.6,7822.0,4.67451243988491,145.031832,-37.806336,3.83643240521064,4.4793748091554,0,False
2313,2313,3,1287000,11.4,3163.0,1,1,620.0,7822.0,7.018011590001482,145.0578,-37.9031,3.8270695536776698,4.726936232011269,1,True
2314,2314,2,650000,11.4,3163.0,1,2,471.6,7822.0,4.89928378569205,145.029886,-37.800788,3.8366140641271,4.346990732544549,0,False
2317,2317,2,702000,11.4,3163.0,1,1,519.8,7822.0,4.76174884559071,145.045796,-37.812246,3.83600818586459,4.426303255774743,0,True
2318,2318,2,415000,11.4,3163.0,1,1,0.0,7822.0,5.27318115147711,145.048,-37.8889,3.8282452116583,4.1547063573205065,0,True
2320,2320,3,1360000,11.4,3163.0,2,2,282.0,7822.0,6.163197333621769,145.0567,-37.8953,3.82782825310791,6.3306679570276305,1,True
2322,2322,2,765000,11.4,3163.0,1,1,134.0,7822.0,6.49720741654104,145.0557,-37.8987,3.82745846163589,3.691277626484139,0,True
2323,2323,4,1423000,11.4,3163.0,3,4,838.0,7822.0,6.51067330403787,145.0617,-37.8972,3.827768278395241,8.603462560245656,1,False
2324,2324,5,1900000,11.4,3163.0,3,1,564.0,7822.0,6.02386587005913,145.0487,-37.8957,3.8275767435355497,10.258050319860644,1,True
2325,2325,2,907000,11.4,3163.0,1,2,316.0,7822.0,5.38881794812512,145.0636,-37.8854,3.8290106479013,4.101198371496197,1,True
2326,2326,1,350000,11.4,3163.0,1,1,0.0,7822.0,5.38649116524887,145.0508,-37.8894,3.82826859227119,2.73483347823956,0,False
2327,2327,3,1430000,11.4,3163.0,2,2,603.0,7822.0,6.90785369689995,145.0568,-37.9023,3.8271239476232304,5.957039279335247,1,True
2329,2329,3,1490000,11.4,3163.0,2,1,371.0,7822.0,5.17049408130341,145.05200000000005,-37.8871,3.8285326667916,7.007393757245039,1,True
2331,2331,3,990000,11.4,3163.0,2,2,0.0,7822.0,6.14511500232337,145.0644,-37.8927,3.8282941041414302,6.340912718218925,1,True
2332,2332,4,1100000,11.4,3163.0,3,2,305.0,7822.0,6.287148025266,145.0506,-37.8978,3.82741478397163,8.766945568323766,1,True
2333,2333,3,1125000,11.4,3163.0,1,1,604.0,7822.0,6.49413728169725,145.0528,-37.8993,3.82732134894312,4.922946865906939,1,False
2334,2334,2,601000,11.4,3163.0,1,1,132.0,7822.0,6.32245372631334,145.06,-37.8959,3.82785472834792,3.745853062291882,0,False
